YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,EXMT_INTRST_IND,EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,PORTFOLIO_IND,PORTFOLIO,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,BUILT_GN_TX_IND,BUILT_GN_TX,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2005,3,11,4,0,13509,0,2079204,0,283862,1,125907,1,44,1,81428,0,0,1,14,1,17746,0,270639,1,1287,1,56627,0,3908540,0,2911049,0,0,0,0,1,178546,1,50298,1,3741,0,19143,0,2079204,1,95336,0,444307,0,55770,0,1555370,0,921029,1,49679,0,-1042287,0,403262,0,912825,0,-2226898,1,131475,0,4345991,0,4412171,1,35,1,20610,0,-86826,0,4221105,0,820047,0,216104,0,498678,0,182803,1,38,0,480394,0,121212,0,93492,1,1039,0,279479,0,0,0,28948,1,1391,1,13513,0,0,0,1483965,0,124886,0,161541,0,430276,0,268734,0,124851,0,409193,0,284342,0,25372,1,90,0,4376,0,0,1,392,1,20514,1,11318,1,11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,11,3,0,27645,0,925395,0,201943,1,12455,0,0,1,25005,0,0,0,0,0,32441,0,86230,0,0,1,28432,0,2457492,0,2068657,1,1301,1,226,1,125569,0,65053,0,33996,0,-7648,0,925395,1,21730,0,183738,0,25768,0,2404729,0,247386,1,1759,0,-1959715,0,203367,0,2363760,0,-4525723,1,1120,0,3550004,0,3121315,0,0,0,53531,0,375158,0,3651533,0,1379778,0,180614,0,185883,0,106334,1,1394,0,230414,0,73536,0,37362,0,3418,0,134188,0,0,0,9066,0,0,1,9783,0,0,0,1299763,0,-101529,0,-111383,0,394655,0,506038,0,-101529,0,375733,0,477262,0,3657,1,444,0,2869,1,344,0,0,0,0,1,16432,1,16437,1,4,1,-29944,1,8426,1,38370,0,0,0,0,0,0
2005,3,11,2,0,10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723612,0,457952,1,41,1,169903,0,95715,0,584445,0,174407,1,11792,1,23872,0,26459,1,922,0,33982,0,19816,0,29566,0,45,0,41151,0,0,1,441,1,289,1,3285,1,9778,0,208639,0,139166,0,152489,0,270080,0,117591,0,139125,0,255969,0,116844,0,14166,1,363,0,3215,1,300,1,40,1,10248,1,-802,1,358,1,1161,0,0,0,0,0,0,0,419,0,419,0,0
2005,3,11,1,0,79238,0,53508074,0,5078933,0,4248694,0,14603,0,4661881,1,66736,0,421417,0,2832998,0,2188555,0,554979,0,4951261,0,48776122,0,32721257,0,1197333,0,105718,0,9424115,0,723448,0,231288,0,1454468,0,53508074,0,2141377,0,7239211,0,2194096,0,10840941,0,15269019,0,1055606,0,14767823,0,4660132,0,17471578,0,-6487474,0,876413,0,64847124,0,60613087,0,32435,0,728390,0,3473210,0,63117714,0,29323321,0,1531189,0,5368552,0,1712182,0,43439,0,2745582,0,1334489,0,1222419,0,71467,0,2898575,0,25581,0,213419,0,165844,0,478048,0,34037,0,15949571,0,1729410,0,3099932,0,6010163,0,2910232,0,1696975,0,4922841,0,3225867,0,1160591,0,32380,0,271406,0,99634,0,198719,0,558451,0,236020,0,246429,0,10409,0,6347,0,45167,1,38820,0,13910,0,13910,0,0
2005,3,21,12,0,41,0,16031037,0,1393540,0,3135919,0,10131,0,298850,0,151916,0,23199,0,691736,0,36940,0,2253,0,5715192,0,4035846,0,2377619,0,3821428,0,1847864,0,286823,0,184019,0,104582,0,593572,0,16031037,0,1884428,0,342225,0,998125,0,95794,0,2719705,0,793304,0,9197458,0,61266,0,811474,0,8360129,0,35412,0,8263625,0,7093933,0,7500,0,107105,0,1055087,0,5616950,0,3707093,0,51845,0,328364,0,57866,0,2408,0,165000,0,191057,0,176664,0,17614,0,287176,0,61237,0,3798,0,17323,0,100719,0,132,0,448653,0,2646675,0,2956031,0,2960977,0,4945,0,2639175,0,2649262,0,10087,0,295537,0,58274,0,123833,0,42485,0,17769,0,53176,0,8267,0,8997,0,730,0,13052,0,13372,0,319,0,1080,0,1079,0,0
2005,3,21,11,0,54,0,3658104,0,549075,0,477655,0,1223,0,70357,0,13049,0,78654,0,190706,0,76050,0,0,0,740839,0,1813745,0,1006697,0,741132,0,351500,0,106427,0,30035,0,9018,0,138819,0,3658104,0,327876,0,146105,0,333320,0,177043,0,542508,0,119040,0,2012213,0,26836,0,314181,0,1742306,0,71111,0,2828323,0,2426966,0,3682,0,81271,0,316404,0,1901033,0,670471,0,43514,0,152783,0,62980,0,3610,0,90854,0,123182,0,34993,0,6761,0,123948,0,40057,0,1874,0,10284,0,39845,0,3472,0,492404,0,927290,0,1029821,0,1045249,0,15428,0,923608,0,942666,0,19058,0,88383,0,11857,0,39407,0,19304,0,-7474,0,25289,0,2249,0,2987,0,738,0,15581,0,19527,0,3946,0,7740,0,7740,0,0
2005,3,21,10,0,128,0,4475511,0,793566,0,693792,0,2891,0,98945,0,13831,0,60129,0,192853,0,90696,0,292,0,892385,0,2397082,0,1492614,0,552710,0,240454,0,172124,0,149918,0,41860,0,145008,0,4475511,0,398361,0,208386,0,325526,0,127695,0,569396,0,182739,0,2663408,0,35957,0,494234,0,2207244,0,74027,0,3760488,0,3488812,0,4939,0,50735,0,216003,0,2964602,0,1714431,0,47849,0,223626,0,42275,0,5050,0,78045,0,138805,0,43119,0,8708,0,177563,0,78584,0,3101,0,16034,0,43727,0,258,0,343428,0,795886,0,914024,0,936085,0,22060,0,790947,0,820724,0,29777,0,117759,0,11628,0,34527,0,31632,0,2791,0,37181,0,3806,0,4324,0,519,0,1512,0,2525,0,1013,0,942,0,916,0,0
2005,3,21,9,0,326,0,4916526,0,1043898,0,776292,0,4046,0,239788,1,22726,1,69304,0,279405,0,55029,0,837,0,674432,0,3018634,0,1958039,0,642703,0,325900,0,156096,0,156418,0,65651,0,134600,0,4916526,0,414728,0,285463,0,412006,0,156622,0,676799,0,137129,0,2833779,0,56084,0,453748,0,2434556,0,110609,0,5505128,0,5139477,0,3729,0,117795,0,244127,0,4513888,0,2902917,0,95202,0,277665,0,56283,0,7248,0,110270,0,156932,0,60414,0,6805,0,210275,0,61388,0,5780,0,15903,0,63412,1,1094,0,482298,0,991241,0,1145621,0,1180250,0,34628,0,987512,0,1032495,0,44983,0,151605,0,6526,0,30401,0,31624,0,3959,0,79096,0,5467,0,6288,0,821,0,1037,0,1037,0,0,1,4182,1,4182,0,0
2005,3,21,8,0,464,0,3663627,0,532943,0,256104,1,221,0,24040,0,4265,1,123779,0,557360,1,257365,0,0,0,907536,0,1951229,0,1384758,0,512196,0,285478,0,51183,0,266873,0,125459,0,14670,0,3663627,0,196903,0,114353,0,166005,0,44403,0,319261,0,16816,0,2805886,0,22165,0,515297,0,2355243,0,86819,0,3421679,0,3116967,0,10769,0,28554,0,265389,0,2437931,0,990980,0,65347,0,286454,0,72318,0,2439,0,100621,0,121032,0,27744,0,4938,0,131367,1,25573,0,2750,0,5534,0,34822,1,615,0,565396,0,983748,0,1175598,0,1183054,1,7455,0,972979,0,988975,1,15996,0,196352,0,8868,0,17004,0,23884,0,17765,0,128831,0,6139,1,6651,1,512,1,128,1,128,5,,1,1719,1,1719,0,0
2005,3,21,7,0,2062,0,4539463,0,1066010,0,675967,1,122,0,86202,0,66,0,0,0,69110,0,169755,0,0,0,446167,0,4166346,0,2853561,0,679242,0,476034,0,344346,0,123725,0,26055,0,68298,0,4539463,0,516456,0,302667,0,581623,0,637283,0,960240,0,72537,0,1468657,0,101941,0,969163,0,430254,0,32700,0,10611246,0,10302366,1,172,0,87911,0,220798,0,9273235,0,5382068,0,201510,0,1023177,0,252226,0,2393,0,233692,0,274784,0,102324,0,575,0,366220,1,26690,0,13953,0,16529,0,126860,1,669,0,1249564,0,1338012,0,1427084,0,1601535,1,174450,0,1337840,0,1523521,1,185681,0,86358,0,478,0,19337,0,34605,1,2121,0,29818,0,2479,1,2571,1,93,1,407,1,407,0,0,0,0,0,0,0,0
2005,3,21,6,0,1085,0,790393,0,235140,1,2160,0,0,1,8285,0,0,0,0,0,12165,1,3252,0,0,1,75406,0,970220,0,626578,1,87769,1,67721,0,1484,1,8332,1,1322,1,81801,0,790393,1,58905,1,44035,1,89225,1,728,1,247255,1,247,0,349998,0,3061,0,214663,0,139581,1,7306,0,1969863,0,1919797,0,0,1,1517,0,48549,0,1635983,1,580716,0,129767,0,350065,1,54849,1,3277,0,27353,0,68569,1,14504,1,1148,0,109208,1,2238,1,5393,1,3170,1,3397,1,13015,0,269314,0,333881,0,343391,0,390292,1,46901,0,333881,0,380927,1,47047,0,9439,1,82,0,2744,1,6493,1,2,1,117,0,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,21,5,0,1453,0,609336,1,148649,1,225441,0,0,0,0,0,0,0,0,1,10026,1,1729,0,0,1,54871,1,295618,1,226182,1,132154,1,73406,1,33888,1,3287,1,1139,1,4400,0,609336,1,55312,1,19346,1,35676,0,0,1,147279,1,14755,0,336968,1,9052,1,1837858,0,-1509942,0,0,0,1073846,1,1051097,0,0,1,4628,1,18121,0,778637,1,7898,1,15925,1,280411,1,10659,0,0,1,63126,0,63346,1,10673,1,218,1,17443,0,0,1,660,1,3893,1,8543,0,0,0,295842,0,295209,0,327138,1,414715,1,87576,0,295209,1,371965,1,76756,1,30242,1,236,1,5520,1,39637,1,-2031,1,-13121,1,1688,1,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,21,4,0,5140,0,725006,0,201854,1,67800,0,0,0,0,0,0,0,0,1,35420,1,51770,0,0,1,120820,0,853102,0,636045,1,72141,1,56397,1,5377,1,31814,1,15791,1,-6860,0,725006,1,5391,1,36267,1,40241,1,80001,1,156781,1,35052,0,371273,0,72108,1,168112,0,214252,1,83199,0,2831624,0,2783369,0,0,1,12,1,48243,0,2339007,1,455518,1,117525,1,230025,1,52918,1,47,1,35286,0,58944,1,21336,1,305,0,52395,1,11756,1,2744,1,14570,1,3732,1,29,0,1281875,0,492617,0,553431,0,581264,1,27833,0,492617,0,524201,1,31583,1,60226,1,1182,1,2948,1,15726,0,0,1,40370,0,0,0,0,0,0,1,587,1,587,0,0,0,0,0,0,0,0
2005,3,21,3,0,4997,0,135340,0,88819,0,1,0,0,0,0,0,0,0,0,1,194,0,68,0,0,1,1700,0,216034,0,205643,1,16704,1,9054,0,0,1,209,1,209,1,26517,0,135340,0,36,0,0,1,8019,1,85528,1,31017,1,40411,0,-29670,0,109540,1,51934,0,-191144,0,0,0,1026818,0,933961,0,0,1,1392,1,91465,0,838518,1,329818,1,147569,1,37915,1,22963,1,99,1,27068,0,26198,1,724,0,0,1,7419,1,12262,1,798,1,29107,0,0,0,0,0,196577,0,188300,0,198790,0,235970,1,37180,0,188300,0,225481,1,37181,1,10490,0,0,1,5198,0,0,1,2295,1,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,21,2,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470706,0,354732,1,30,1,47975,0,67969,0,347952,1,137307,1,1013,1,17021,1,13983,1,841,1,10371,0,19048,1,3929,1,76,0,14023,1,5028,1,105,1,1012,1,5496,0,0,0,118700,0,122755,0,344998,0,359428,1,14430,0,122725,0,153479,1,30754,0,221907,1,297,0,5046,1,2327,0,-12,1,214247,0,78,0,78,0,0,1,289,1,289,0,0,0,32,0,32,0,0
2005,3,21,1,0,17751,0,39544344,0,6053496,0,6311130,0,18634,0,826466,0,205854,0,355065,0,2038974,0,742654,0,3383,0,9629349,0,19717856,0,12767737,0,7258179,0,3733808,0,1157747,0,954631,0,391086,0,1200824,0,39544344,0,3858395,0,1498849,0,2989765,0,1405097,0,6370240,0,1412028,0,22009969,0,498010,0,5830663,0,16182479,0,501182,0,41763348,0,38611478,0,30820,0,528895,0,2592156,0,32647735,0,16879217,0,917066,0,3207505,0,699321,0,27412,0,941686,0,1241900,0,496425,0,47149,0,1497037,0,324814,0,40954,0,133360,0,430554,0,19286,0,5744050,0,9115613,0,10415929,0,10888817,0,472888,0,9084793,0,9613696,0,528902,0,1268298,0,99428,0,285965,0,247717,0,37185,0,598002,0,30244,0,33656,0,3412,0,32593,0,37872,0,5279,0,15695,0,15667,0,0
2005,3,22,12,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2005,3,22,11,0,8,0,526777,0,55323,0,109141,0,31,0,2591,0,416,0,0,0,43481,0,0,0,0,0,55176,0,320466,0,137585,0,0,0,0,0,2024,0,89892,0,28510,0,14394,0,526777,0,93859,0,24460,0,22714,0,0,0,149170,0,83824,0,152749,0,1283,0,28545,0,123345,0,425,0,1727425,0,1713011,0,4,0,13,0,14397,0,1693713,0,1635104,0,2788,0,8610,0,143,0,206,0,726,0,2917,0,10128,0,8601,0,8692,4,,0,73,0,342,0,1291,0,0,0,14091,0,33712,0,47491,0,52136,0,4645,0,33708,0,39331,0,5623,0,13853,0,451,0,9083,0,25,0,4183,0,111,0,-70,0,28,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,22,10,0,6,0,180986,0,9818,0,79207,0,410,0,4273,0,0,0,0,0,6125,0,0,0,0,0,3878,0,113480,0,43002,0,0,0,0,0,4606,0,768,0,175,0,2419,0,180986,0,67018,0,10647,0,9809,0,0,0,23393,0,1536,0,68583,0,711,0,21198,0,46674,0,0,0,399833,0,398110,0,0,0,81,0,1642,0,385668,0,355654,0,2531,0,10238,0,824,0,64,0,1938,0,2106,0,1729,0,34,0,5723,0,0,0,187,0,160,0,385,0,0,0,4096,0,14165,0,14404,0,15003,0,599,0,14165,0,14805,0,640,0,239,4,,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,22,9,0,34,0,550689,0,28502,0,136822,1,878,1,13413,0,0,0,0,0,24085,1,750,0,0,1,164697,0,227068,0,96453,0,0,0,0,1,6933,1,29071,1,5413,1,22091,0,550689,0,111515,1,7545,0,55825,0,20311,1,118289,1,65161,0,172042,0,5155,1,31997,0,135053,1,163,0,981495,0,957388,0,0,1,191,0,23917,0,941689,0,862610,1,3157,1,15172,1,1003,1,457,1,3378,0,7262,0,5910,1,1893,0,8803,0,0,1,572,1,4513,1,4411,1,25,0,22524,0,39806,0,45383,0,51467,1,6084,0,39806,0,46554,1,6748,0,3901,1,346,0,3555,0,0,0,0,0,0,1,777,1,777,0,0,1,899,1,899,0,0,0,0,0,0,0,0
2005,3,22,8,0,3,0,23699,0,14981,0,1546,0,0,0,221,0,0,0,0,0,203,0,3004,0,0,0,1398,0,4809,0,3797,0,0,0,0,0,0,0,173,0,173,0,1334,0,23699,0,183,0,204,0,2465,0,0,0,0,0,0,0,20847,0,64,0,2556,0,18227,0,0,0,287154,0,283059,0,0,0,0,0,4095,0,278277,0,261359,0,120,0,9347,0,2,0,608,0,355,0,1543,0,962,0,1,0,208,0,0,0,27,0,209,0,444,0,0,0,3091,0,8877,0,9528,0,11026,0,1498,0,8877,0,10614,0,1737,0,651,0,3,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,22,7,1,215,1,666955,1,134321,1,56862,0,0,1,10092,0,0,0,0,1,1367,1,37803,0,0,1,19568,1,600381,1,214332,0,0,0,0,1,20892,1,7331,1,7331,0,0,1,666955,1,11362,1,43234,1,8461,1,20611,1,265060,1,381829,1,-63600,1,4934,1,11666,1,-80201,0,0,1,430328,1,416952,0,0,0,0,1,13376,1,430746,1,232000,1,38360,1,16767,0,0,1,9,1,7917,1,18561,1,12355,0,0,1,29337,0,0,1,1081,1,1807,1,6740,0,0,1,65812,1,-419,1,1535,1,30274,1,28739,1,-419,1,30274,1,30693,1,1954,0,0,1,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,22,5,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2005,3,22,4,1,417,1,73831,1,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28477,0,0,0,0,1,44906,1,73831,0,0,0,0,0,0,0,0,1,2514,0,0,1,71317,1,104944,0,0,1,-33627,0,0,1,3184,1,3184,0,0,0,0,0,0,1,2479,0,0,0,0,0,0,0,0,0,0,0,0,1,497,1,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1691,1,705,1,2061,1,2061,0,0,1,705,1,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1356,1,1356,0,0,0,0,0,0,0,0
2005,3,22,3,1,878,1,66936,1,24058,1,33468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50076,1,40759,0,0,0,0,0,0,1,307,1,215,0,0,1,66936,1,6226,1,4393,1,9530,0,0,1,11606,0,0,1,35182,1,2339,1,68956,1,-36114,0,0,1,241915,1,199713,0,0,0,0,1,42202,1,220659,1,14552,1,12525,1,25727,1,287,0,0,1,28516,1,10508,1,199,1,61,1,3222,0,0,1,120,1,4150,1,480,0,0,1,120313,1,21256,1,21267,1,32122,0,10855,1,21256,1,32111,0,10855,1,11,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,3,22,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2005,3,22,1,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2005,3,23,12,0,236,0,61722049,0,7700263,0,13282990,0,77920,0,11312360,0,34637,0,254036,0,5399832,0,232076,0,453089,0,10145335,0,12238732,0,5996043,0,159504,0,33082,0,3132541,0,509382,0,104378,0,3078694,0,61722049,0,13686195,0,4726820,0,8705657,0,458600,0,11921101,0,2900609,0,19323067,0,295980,0,2626583,0,16945353,0,544849,0,84065099,0,82347673,0,37083,0,177688,0,1502656,0,78679613,0,68927618,0,974482,0,3118739,0,173152,0,71415,0,593210,0,703090,0,576194,0,82463,0,758546,0,17345,0,209864,0,243774,0,328533,0,4376,0,1896810,0,5385486,0,6481631,0,6731646,0,250014,0,5348404,0,5716671,0,368268,0,1058007,0,36978,0,340426,0,1681,0,61689,0,617233,0,73367,0,138583,0,65216,0,1853,0,4063,0,2210,0,27325,0,26101,0,0
2005,3,23,11,0,412,0,27936368,0,3081595,0,8156403,0,32175,0,5948094,0,34672,0,92449,0,3720224,0,234213,0,298477,0,2446069,0,5229552,0,2943071,0,17769,0,1433,0,900507,0,131075,0,26620,0,648565,0,27936368,0,6158781,0,3461417,0,3850791,0,454692,0,4624309,0,1098761,0,8287618,0,315365,0,1059400,0,7103894,0,191041,0,48868561,0,48058240,0,12043,0,58862,0,739416,0,46296876,0,40857894,0,499530,0,1496371,0,69735,0,89824,0,526367,0,475735,0,223779,0,15999,0,375250,0,7635,0,99942,0,108810,0,337126,0,1024,0,1111855,0,2571685,0,2930656,0,3090301,0,159645,0,2559642,0,2751973,0,192331,0,355583,0,14620,0,129827,0,1474,0,6270,0,203393,0,13842,0,19393,0,5551,0,1590,0,2067,0,477,0,2570,0,2308,0,0
2005,3,23,10,0,996,0,34086606,0,3858843,0,10517739,0,77563,0,6071097,0,57837,0,71876,0,5059683,0,175717,0,102755,0,2369244,0,8122728,0,4503531,0,19851,0,10820,0,1349761,0,104429,0,36465,0,833425,0,34086606,0,7243650,0,5069831,0,5395180,0,926896,0,5197809,0,881746,0,9371494,0,271735,0,1267166,0,8193530,0,360938,0,61591102,0,60952001,0,12087,0,123722,0,503292,0,58625070,0,51665692,0,759745,0,1799646,0,115815,0,60685,0,674837,0,598556,0,307416,0,9488,0,583593,0,3691,0,105680,0,158870,0,542239,0,426,0,1238691,0,2966033,0,3323702,0,3532729,0,209027,0,2953946,0,3203260,0,249315,0,372438,0,12498,0,141215,0,1156,0,18133,0,199435,0,-2270,0,33516,0,35787,0,-411,0,2544,0,2955,0,3454,0,3190,0,0
2005,3,23,9,0,3917,0,58202061,0,6461052,0,17599101,0,76792,0,10507307,0,145987,0,135351,0,8845162,0,485113,0,139349,0,3391772,0,15364503,0,9137588,0,42606,0,14994,0,2708243,0,197781,0,64756,0,1472865,0,58202061,0,11281039,0,8238630,0,8515458,0,2133544,0,10327533,0,1592497,0,16113360,0,461636,0,2148607,0,13880674,0,377557,0,107166734,0,106129633,0,17036,0,114529,0,905536,0,101902917,0,87367507,0,1797108,0,3556996,0,244283,0,114531,0,1402444,0,1350501,0,556367,0,19253,0,969931,0,2960,0,200263,0,369486,0,1245701,0,3000,0,2702587,0,5263817,0,5880481,0,6368812,0,488331,0,5246781,0,5809522,0,562741,0,603444,0,19415,0,239620,1,1533,0,13304,0,329572,0,25581,0,58776,0,33196,0,4675,0,5160,1,485,0,5555,0,5478,0,0
