YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,a.net_incm_IND,a.net_incm,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2009,3,1,2,0,721280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86436926,0,84080097,0,36230,0,1186121,0,1134479,0,85351813,0,29088161,0,10951799,0,10160828,0,912973,0,431835,0,4431326,0,2423146,0,1037175,0,225703,0,1639869,1,5599,0,896285,0,449229,0,540029,0,349327,0,21808530,0,1085113,0,8462136,0,18048906,0,9586770,0,1048883,0,10517921,0,9469038,0,7594619,0,208804,0,277483,0,80888,0,24809,0,7002636,0,-202779,0,149670,0,352449,0,21413,0,36182,1,14770,0,3148,0,1167,0,1982
2009,3,1,1,0,4094562,0,3240100938,0,396962696,0,755218538,0,13583698,0,362959063,0,55130510,0,27032160,0,195613580,0,62092104,0,58969657,0,403537231,0,1523306224,0,910338826,0,17782920,0,6440440,0,129332605,0,136171250,0,46649857,0,93005222,0,3240100938,0,382217844,0,279113546,0,593069137,0,253781362,0,653392083,0,164864705,0,913662260,0,87598217,0,347803599,0,535447549,0,57187104,0,5392866853,0,5285451212,0,1699338,0,10326749,0,95389555,0,5170278350,0,3198265692,0,219131894,0,596509859,0,34661233,0,18552339,0,156417815,0,108316619,0,52715765,0,10167474,0,90415004,0,520615,0,46881640,0,22331544,0,53883625,0,3113856,0,558393376,0,222588503,0,272466326,0,379555536,0,107089210,0,220889166,0,330512003,0,109622838,0,43785531,0,5607574,0,12227761,0,1819472,0,1031333,0,23099390,0,6914752,0,11484246,0,4569493,0,876877,0,1463154,0,586277,0,224026,0,162585,0,53938
2009,3,11,12,0,49,0,12962057,0,603881,0,1693612,0,12676,0,2322591,0,165110,0,191329,0,1310811,0,37608,0,13187,0,2058184,0,6168176,0,3427017,0,563304,0,14,0,965260,0,114340,0,39336,0,233708,0,12962057,0,677177,0,1600868,0,806685,0,403939,0,2955931,0,525843,0,5991613,0,180898,0,1076984,0,4918474,0,184743,0,14396233,0,14059881,0,14938,0,18841,0,302573,0,14419969,0,9631124,0,48657,0,872096,0,126195,0,7111,0,152175,0,173425,0,146427,0,29293,0,428930,0,12879,0,50539,0,19971,0,220680,0,15,0,2500452,0,-23736,0,99339,0,438975,0,339636,0,-38674,0,343032,0,381706,0,130960,0,74908,0,61558,0,133,0,-5489,0,-149,0,7857,0,16895,0,9038,0,-803,0,407,0,1211,0,3053,0,3053,0,0
2009,3,11,11,0,70,0,4772947,0,287268,0,599954,0,3592,0,670574,0,3009,0,53,0,252800,0,151477,0,78609,0,576788,0,2873623,0,1619979,0,66076,0,8906,0,619811,0,129961,0,15071,0,110490,0,4772947,0,211693,0,663272,0,253046,0,140386,0,1108364,0,123622,0,2272564,0,85197,0,910643,0,1317473,0,40749,0,5402809,0,5256866,0,231,0,30988,0,114724,0,5325019,0,3144328,0,51252,0,340665,0,52976,0,14081,0,100755,0,68067,0,82972,0,40544,0,174061,0,3,0,10535,0,9210,0,29443,0,1192,0,1204936,0,77791,0,158822,0,297121,0,138298,0,77560,0,241183,0,163623,0,66690,0,18399,0,22020,0,115,0,-2772,0,28928,0,14273,0,15372,0,1099,0,299,0,302,0,3,0,365,0,43,0,0
2009,3,11,10,0,162,0,5624820,0,320783,0,890714,1,5020,0,598626,1,21,1,81797,0,465615,0,216084,1,56443,0,866887,0,2495954,0,1436230,1,279231,1,24439,0,661105,0,17284,0,6422,0,146386,0,5624820,0,362035,0,603143,0,390986,0,539006,0,981565,0,108680,0,2639405,0,280803,0,582135,0,1840656,0,64189,0,4171300,0,3916533,0,6288,0,2591,0,245888,0,4180583,0,2849385,0,64392,0,242819,0,33071,0,16119,0,72155,0,52872,0,60447,0,2209,0,128442,0,0,0,9213,0,14879,0,21275,1,77,0,613227,0,-9283,0,100481,0,311570,0,211089,0,-15571,0,224417,0,239988,0,69062,0,6997,0,32359,1,6530,1,3024,0,20152,0,46107,0,48261,1,2154,0,883,1,990,1,107,0,0,0,0,0,0
2009,3,11,9,0,501,0,7309129,0,493280,0,777562,0,4231,0,1150840,1,36383,1,31508,0,303651,0,175062,1,51405,0,918657,0,4245173,0,2695069,1,113848,1,7203,0,1387540,0,61350,0,18588,0,287961,0,7309129,0,424197,0,1057188,0,418928,0,941758,0,1552485,0,157141,0,2757433,0,256823,0,2170345,0,409433,0,79169,0,6847086,0,6378711,1,1523,0,39637,0,427214,0,6848014,0,4241448,0,123300,0,494461,0,111861,0,2369,0,194267,0,95859,0,102596,0,4599,0,244982,0,0,0,10438,0,8152,0,45515,1,3780,0,1164388,0,-928,0,147284,0,458674,0,311391,0,-2452,0,369729,0,372180,0,117375,0,19402,0,33843,1,30004,1,3224,0,30901,0,27259,0,30571,1,3312,0,5102,0,5112,1,10,1,658,1,658,0,0
2009,3,11,8,0,1005,0,6995032,0,583005,0,615735,0,1051,0,389248,0,0,0,0,0,240026,0,45230,0,0,0,890335,0,6409479,0,3883460,1,34178,1,3326,0,1568381,0,98578,0,28008,0,36681,0,6995032,0,293888,0,1026832,0,469889,0,607979,0,2687607,0,18994,0,1889844,0,597681,0,3604868,0,-2037893,0,274813,0,6971108,0,6572651,1,210,0,17017,0,381230,0,7105480,0,2495448,0,76938,0,1056928,0,127989,1,5911,0,330560,0,149151,0,152985,0,9975,0,396933,1,556,0,14875,0,8034,0,53981,1,1282,0,2223934,0,-134372,0,-66481,0,386125,0,452606,0,-134582,0,358705,0,493287,0,59459,0,7233,0,20109,1,6914,1,11494,0,13709,0,8069,0,9082,1,1013,1,574,1,575,1,1,0,0,0,0,0,0
2009,3,11,7,0,9486,0,19327233,0,1891695,0,918442,1,3483,0,1773919,0,0,0,0,0,820751,0,1285215,1,45928,0,1646824,0,17895612,0,12561032,1,168982,1,79975,0,4499043,0,204099,0,76872,0,898085,0,19327233,0,713476,0,2162398,0,639745,0,5924836,0,6556712,0,895696,0,2434370,0,1577144,0,4618830,0,-3500907,0,260697,0,18879326,0,17132061,1,9599,0,84447,0,1653219,0,18666831,0,6716529,0,237382,0,1644857,0,614228,1,7658,0,1359959,0,409183,0,476657,0,13174,0,1102537,0,0,0,18282,0,9265,0,113880,1,247,0,5942991,0,212495,0,670004,0,1506048,0,836045,0,202896,0,1251908,0,1049011,0,372986,0,6993,0,45014,1,268010,1,-1202,0,54171,0,41311,0,43942,1,2630,1,52810,1,52811,0,1,1,2734,1,2734,0,0
2009,3,11,6,0,10418,0,7152602,0,990478,0,235059,0,0,0,526068,0,0,0,0,0,303923,0,453297,1,78349,0,296503,0,9940916,0,7437649,0,0,0,0,0,1650748,0,61341,0,14475,0,68044,0,7152602,0,257373,0,796236,0,143055,0,1165731,0,2806598,1,124872,0,1858737,0,618464,0,3255276,0,-1936182,1,78821,0,9323077,0,7718687,1,5319,0,48866,0,1550206,0,9067502,0,2278944,0,192296,0,949979,0,367944,1,17293,0,470132,0,190896,0,175334,1,1193,0,572384,0,0,0,17313,1,3577,0,40103,1,1252,0,3788861,0,255576,0,519681,0,1021446,0,501766,0,250257,0,758643,0,508386,0,253879,1,3801,0,10653,1,510,1,1051,1,237863,1,15544,1,26553,1,11009,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,11,5,0,11476,0,4076905,0,757785,1,128977,0,0,1,158493,0,0,0,0,0,115204,1,295821,1,14754,0,273757,0,6422829,0,5086561,0,0,0,0,0,652375,0,176874,1,35911,0,202506,0,4076905,1,105714,0,714272,0,75264,0,1165519,0,955213,1,111706,0,949217,0,781165,0,1133444,0,-866077,1,99315,0,5391284,0,4672998,1,528,1,75564,0,642194,0,5481562,0,660562,0,184949,0,736563,0,178133,0,5,0,351085,0,145716,0,209025,1,8944,0,382126,1,184,0,30576,1,11410,0,36290,1,77,0,2545915,0,-90277,0,32414,0,604716,0,572302,0,-90805,0,499543,0,590348,0,26427,1,649,0,11232,1,8396,4,,1,6151,1,47065,1,47307,1,242,1,49727,1,49727,0,0,0,0,0,0,0,0
2009,3,11,4,0,12464,0,1978426,0,305876,1,16799,0,0,1,104818,0,0,0,0,0,34446,0,258647,1,628,1,86566,0,4091686,0,3242110,1,11589,1,2108,1,141439,1,84933,1,7581,1,92799,0,1978426,1,30818,0,499476,0,53609,0,1133039,0,612364,0,314202,0,-665082,0,352808,0,1461418,0,-2401675,1,77632,0,4185010,0,3624542,0,0,1,4442,0,556026,0,4090656,0,1476686,0,200279,0,275346,0,192979,1,1035,0,361553,0,64867,0,72486,1,1842,0,214218,0,0,0,20186,1,282,1,20616,0,0,0,1188281,0,94354,0,132804,0,521654,0,388849,0,94354,0,477241,0,382888,0,12855,1,7359,0,4592,1,106,0,0,1,799,1,25596,1,36522,1,10927,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,11,3,0,27790,0,957025,0,225375,1,7399,0,0,1,27249,0,0,0,0,1,32787,0,53071,0,0,1,91732,0,3067018,0,2579560,0,0,0,0,1,55386,1,18902,1,13966,1,-28367,0,957025,1,37301,1,158380,0,44600,0,2797880,0,249997,1,89176,0,-2420309,0,155918,0,1023955,0,-3600182,0,0,0,4365135,0,4164749,1,52,1,37026,0,163308,0,4301894,0,828007,0,190519,0,387644,0,184807,1,698,0,433678,0,97962,0,71424,1,8159,0,184552,0,0,0,11400,0,0,1,14389,0,0,0,1888656,0,63241,0,148023,0,559447,0,411424,0,63189,0,469493,0,406303,0,70541,1,1289,0,14624,0,0,1,1,1,54627,1,14293,1,14293,0,0,0,0,0,0,0,0,1,10438,1,10438,0,0
2009,3,11,2,0,12460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770323,0,731147,0,0,1,3615,1,35562,0,877482,1,39035,1,20376,1,58362,0,31523,0,0,0,61904,0,11899,0,14911,0,0,0,25069,0,0,1,704,0,0,1,8133,1,2961,0,602604,0,-107159,0,-105837,0,144181,0,250018,0,-107159,0,144027,0,251185,1,1322,0,7,0,1169,1,154,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
