YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,EXMT_INTRST_IND,EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,BUILT_GN_TX_IND,BUILT_GN_TX,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2007,3,1,2,0,714054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108202115,0,103426323,0,19069,0,2621487,0,2135235,0,102457338,0,45847123,0,8202256,0,12520103,0,873710,0,471405,0,4414856,0,2783648,0,1464304,0,257532,0,1768095,1,2124,0,1068437,0,582059,0,721841,0,217879,0,21261968,0,5744777,0,19619024,0,28542419,0,8923395,0,5725707,0,15210184,0,9484476,0,14210268,0,149969,0,803044,0,6471,0,96414,0,13154370,0,-339607,0,218659,0,558266,0,22656,0,34416,0,11761,0,180519,0,177704,1,2815
2007,3,1,1,0,3989893,0,3324336756,0,363586613,0,816670530,0,11234884,0,436143907,0,59136727,0,25044120,0,224033365,0,58342252,0,59640474,0,389316933,0,1406196221,0,794067943,0,14679903,0,5215836,0,121808151,0,120957233,0,39571883,0,78870873,0,3324336756,0,408241459,0,348896131,0,598271091,0,237038146,0,670919653,0,117991761,0,942978514,0,85433083,0,318396747,0,586516071,0,47367387,0,6092467565,0,5974197102,0,2327799,0,13752231,0,102190433,0,5802941412,0,3771707473,0,224487119,0,611198408,0,36804788,0,11631546,0,153013485,0,116676433,0,75343546,0,8230440,0,82440013,0,663554,0,52547587,0,24567582,0,53097913,0,1670812,0,578860715,0,289526153,0,400730264,0,483606905,0,82876640,0,287198354,0,380026863,0,92828509,0,104885245,0,8270527,0,21702309,0,1392679,0,2265839,0,71253890,0,7176334,0,11853840,0,4677506,0,1470331,0,1968201,0,497870,0,924636,0,842989,0,70004
2007,3,11,12,0,39,0,9077196,0,479400,0,1233580,0,9480,0,1215181,0,133656,0,126076,0,1020534,0,225918,0,0,0,1317313,0,3985465,0,2301020,0,562515,0,14,0,600465,0,91313,0,22950,0,419245,0,9077196,0,554401,0,1222356,0,458670,0,232432,0,1905374,0,272682,0,4431281,0,150817,0,764794,0,3544402,0,28732,0,10222034,0,10026895,0,24749,0,8228,0,162162,0,10070147,0,6032952,0,41035,0,800519,0,101633,0,7664,0,152700,0,126200,0,130548,0,42966,0,229481,0,10997,0,41926,0,10803,0,171502,0,0,0,2169220,0,151887,0,326506,0,557947,0,231441,0,127138,0,387420,0,260282,0,196169,0,77895,0,101094,0,246,0,932,0,16002,0,2708,0,6057,0,3349,0,491,0,491,0,0,0,1166,0,842,0,0
2007,3,11,11,0,73,0,5123086,0,368711,0,696878,0,7815,0,836923,0,3351,0,0,0,333829,0,43028,0,57622,0,693028,0,2830968,0,1518279,0,114348,0,6145,0,523135,0,84645,0,6694,0,75554,0,5123086,0,394523,0,809447,0,319246,0,211593,0,1090763,0,187013,0,2110502,0,76279,0,951368,0,1165563,0,82708,0,5979509,0,5762791,0,1357,0,24026,0,191335,0,5887730,0,4291984,0,53808,0,285492,0,54642,0,7808,0,90075,0,78023,0,104441,0,14895,0,165301,0,400,0,9462,0,11604,0,37782,0,2274,0,679737,0,91779,0,200272,0,334469,0,134198,0,90422,0,243331,0,152909,0,89201,0,28382,0,47828,0,2,0,204,0,12785,0,18904,0,20240,0,1336,0,1744,0,1948,0,204,0,1275,0,1275,0,0
2007,3,11,10,0,136,0,4499040,0,414218,0,487294,0,5986,0,503952,0,0,0,0,0,253994,1,97765,1,3949,0,686028,0,2409917,0,1289300,1,164633,1,24884,0,657866,0,39041,0,22604,0,123159,0,4499040,0,175844,0,744294,0,204636,0,555202,0,1035531,0,68681,0,1714852,0,192601,0,379349,0,1224319,0,81417,0,3434581,0,3290031,1,1494,0,16081,0,126976,0,3419395,0,2276532,0,39187,0,209191,0,24925,0,2051,0,35856,0,51016,0,108883,0,4230,0,104935,1,3085,0,8368,0,8249,0,14347,1,3499,0,525041,0,15187,0,129305,0,282409,0,153104,0,13693,0,193352,0,179659,0,78156,0,3746,0,39411,1,9193,0,-664,0,26469,0,35401,0,35891,1,490,0,2055,0,2055,0,0,1,1171,1,1171,0,0
2007,3,11,9,0,536,0,8153555,0,519094,0,886953,0,3910,0,1513465,1,75211,1,171112,0,434186,0,196992,1,86468,0,878719,0,4180778,0,2526059,1,136252,1,4559,0,1295769,0,138621,0,39550,0,214013,0,8153555,0,448710,0,1380397,0,438224,0,1036106,0,1903749,0,146746,0,2799623,0,188765,0,1627247,0,1184525,0,200913,0,8714679,0,8161414,0,7959,0,14306,0,531000,0,8620454,0,5796091,0,137885,0,426997,0,116115,0,2812,0,156188,0,107353,0,199943,0,9504,0,243461,1,3431,0,14675,0,17503,0,50250,0,9622,0,1328623,0,94225,0,259004,0,554013,0,295009,0,86266,0,434373,0,348107,0,130181,0,10396,0,83448,1,2813,0,1396,0,32128,0,29710,0,30013,1,302,0,12847,0,12891,1,44,1,547,1,547,0,0
2007,3,11,8,0,642,0,4514315,0,399772,0,334350,0,0,0,673932,0,0,0,0,0,81195,0,54920,0,268,0,158600,0,4197352,0,2179229,1,10475,1,710,0,652786,0,49013,0,13240,0,94831,0,4514315,0,204290,0,535776,0,522146,0,738864,0,1454153,0,11056,0,1048030,0,330009,0,2259031,0,-1397120,1,143890,0,4912660,0,5036029,1,143,0,28803,0,-152315,0,4905738,0,1849500,0,60011,0,721717,0,119767,1,3325,0,95045,0,96894,0,170550,0,17066,0,307567,1,76,0,9436,0,14818,0,32218,1,1209,0,1406539,0,6922,0,55830,0,333993,0,278162,0,6779,0,302138,0,295359,0,42600,1,2641,0,20790,1,9909,1,1714,0,7545,1,6263,1,6263,0,0,1,189,1,189,0,0,0,0,0,0,0,0
2007,3,11,7,0,9083,0,17421979,0,1707796,0,757009,1,3392,0,1110823,1,301,1,220179,0,798378,0,636823,1,246358,0,1347416,0,17056257,0,11091067,1,155801,1,81656,0,4103749,0,195491,0,122838,0,384550,0,17421979,0,290568,0,2189537,0,686600,0,5165812,0,5450550,0,474742,0,3164170,0,1669044,0,4774889,0,-3070489,0,209275,0,18254967,0,16875676,1,10725,0,137971,0,1230595,0,17755566,0,6090896,0,443938,0,1879642,0,627174,1,1555,0,1039484,0,456322,0,482791,0,15612,0,986527,0,0,0,38682,0,30096,0,112343,1,1394,0,5549110,0,499401,0,1039105,0,1775759,0,736655,0,488676,0,1354170,0,865494,0,470800,0,84070,0,68243,1,62545,1,397,0,255545,0,43523,0,43843,1,319,1,36105,1,38030,1,1925,1,14307,1,14307,0,0
2007,3,11,6,0,10884,0,7554168,0,771898,0,455350,1,1012,0,610104,0,0,0,0,0,177563,0,290409,1,55067,0,267363,0,10638121,0,7531368,1,25989,0,0,0,1476834,0,99733,0,41167,0,259282,0,7554168,0,226681,0,995733,0,147260,0,950959,0,2820319,1,13445,0,2399770,0,927655,0,3338466,0,-1825609,1,40743,0,8998693,0,7821274,1,2224,0,91569,0,1083626,0,8545201,0,2110433,0,340735,0,884342,0,423227,1,15634,0,269618,0,218118,0,246043,0,5354,0,660681,0,0,0,25355,1,3084,0,67989,1,104,0,3274485,0,453493,0,521743,0,1002438,0,480696,0,451269,0,944789,0,493521,0,34555,1,3158,0,16586,1,295,1,817,1,13700,1,30152,1,30152,0,0,1,5766,1,5766,0,0,0,0,0,0,0,0
2007,3,11,5,0,8901,0,3204819,0,563612,1,139080,0,0,1,288620,0,0,1,575,0,42561,1,249327,1,5773,0,308869,0,4412915,0,3525953,0,0,0,0,0,490125,0,125884,1,5654,0,109085,0,3204819,1,46547,0,192449,0,86885,0,511315,0,1237064,1,38820,0,1091738,0,611756,0,2779685,0,-2123224,1,176479,0,7144365,0,6745498,1,47,0,26480,0,372340,0,6516787,0,2807310,0,310003,0,579284,0,234805,1,6382,0,417504,0,191122,0,119850,1,2946,0,200994,1,1093,0,31866,1,9816,0,36900,0,0,0,1566913,0,627578,0,714105,0,994627,0,280521,0,627531,0,920772,0,293240,0,46095,1,3712,0,25637,1,1848,0,0,1,14898,1,40479,1,40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,11,4,0,14037,0,2219697,0,306005,1,31713,0,0,1,129663,0,0,0,0,1,24861,0,327163,1,9573,1,109095,0,3627363,0,2703562,0,0,0,0,0,268699,1,43580,1,66,1,45610,0,2219697,1,39252,0,306806,0,25060,0,655115,0,487787,1,102946,0,602732,0,409027,0,916914,0,-703440,1,19768,0,4717234,0,4365922,0,0,1,28820,0,322493,0,4290949,0,1122700,0,120833,0,457895,0,143247,0,0,0,391869,0,83395,0,101777,1,16,0,227641,0,0,0,26122,1,1952,1,9649,0,0,0,1603856,0,426285,0,503924,0,594756,0,90833,0,426285,0,526453,0,100169,0,42574,1,3030,0,7776,1,3705,0,0,1,28064,1,35065,1,35065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,11,3,0,27332,0,1052052,0,224069,1,12124,0,0,1,14200,0,0,0,0,0,35089,0,60214,0,0,1,70551,0,2487958,0,1997104,1,469,0,0,1,111921,0,63445,0,38117,1,7235,0,1052052,1,19082,0,253402,0,34963,0,3037086,0,206607,1,28442,0,-2527530,0,280258,0,1156880,0,-3953635,1,11034,0,3354466,0,3098379,1,93,0,12144,0,243849,0,3448284,0,1047621,0,209463,0,253699,0,151482,1,110,0,414859,0,81076,0,77004,1,4222,0,151714,0,0,0,6653,1,383,1,5263,0,0,0,1044735,0,-93818,0,-76199,0,389535,0,465734,0,-93911,0,382546,0,476457,0,3583,1,851,0,2665,0,0,1,-49,1,115,1,14129,1,14131,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,11,2,0,14164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311186,0,1878556,0,19,0,108793,0,323819,0,2192338,0,1207677,1,37941,0,83181,0,42330,1,27117,0,105218,0,35990,0,45353,1,410,0,67411,0,0,0,2456,1,3574,1,11832,0,0,0,521846,0,118849,0,189812,0,447382,0,257570,0,118830,0,388955,0,270125,0,52759,0,228,0,3644,0,0,0,0,1,48887,1,18456,1,18517,1,61,0,-233,0,20,0,253,0,1146,0,1146,0,0
