YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,EXMT_INTRST_IND,EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,OTHR_RCPTS_IND,OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,NET_INCM_IND,NET_INCM,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,PORTFOLIO_IND,PORTFOLIO,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_OTHR_PORT_INCM_IND,S_OTHR_PORT_INCM,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,BUILT_GN_TX_IND,BUILT_GN_TX,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2004,3,11,9,0,368,0,5577757,0,358107,0,701109,0,3517,0,844428,0,11972,0,37923,0,286869,0,89807,0,29061,0,759771,0,3492621,0,2134566,0,143125,0,4433,0,837419,0,34475,0,9980,0,103566,0,5577757,0,342066,0,920285,0,292402,0,394093,0,1232150,0,117074,0,2279687,0,248786,0,1394378,0,720017,0,83494,0,6896274,0,6586530,0,2441,0,30017,0,277287,0,6755030,0,4328488,0,73693,0,388587,0,74587,0,8519,0,154167,0,93707,0,91707,0,14013,0,249550,0,8340,0,14173,0,13566,0,42947,0,1512,0,1197473,0,141244,0,246411,0,400804,0,154393,0,138803,0,333758,0,194954,0,86900,0,5176,0,30368,0,1347,0,4151,0,45859,4,,0,16728,0,19453,0,2726,0,3979,0,4178,0,199,0,1838,0,1710,0,128
2004,3,11,10,0,98,0,3550451,0,266247,0,448370,0,2366,0,401928,0,8767,0,13825,0,159266,0,91910,0,65127,0,452480,0,2239361,0,1331271,0,196538,0,24326,0,400206,0,30960,0,12851,0,146280,0,3550451,0,193052,0,687248,0,215152,0,134776,0,762974,0,90391,0,1466857,0,87518,0,550366,0,924396,0,95423,0,5184864,0,4998809,0,1584,0,13136,0,171336,0,5017164,0,2702845,0,53231,0,287041,0,48379,0,1602,0,93182,0,60797,0,56103,0,7795,0,177714,0,9851,0,6118,0,10350,0,24942,0,384,0,1476830,0,167700,0,246723,0,328789,0,82066,0,166116,0,268713,0,102597,0,53500,0,8871,0,26932,0,1454,0,4117,0,12127,0,0,0,24422,0,24978,0,556,0,2684,0,2693,0,8,0,960,0,950,0,11
2004,3,11,11,0,43,0,2958481,0,241036,0,348694,0,1348,0,508001,0,40413,0,3808,0,127870,0,52047,0,23675,0,418704,0,1596572,0,791993,0,51170,0,0,0,317919,0,18859,0,2214,0,5269,0,2958481,0,301933,0,427860,0,130013,0,422551,0,711951,0,37676,0,926497,0,41610,0,662170,0,235395,0,12678,0,3421320,0,3402698,0,100,0,2703,0,15819,0,3468556,0,2092103,0,20172,0,211552,0,31173,0,3015,0,45010,0,43029,0,50797,0,2044,0,128362,0,0,0,3427,0,2652,0,59462,0,46038,0,729721,0,-47236,0,-4329,0,122813,0,127141,0,-47337,0,102468,0,149804,0,32537,0,753,0,23724,4,,0,26,0,8034,0,0,0,10840,0,11422,0,582,0,-370,0,12,0,382,0,0,0,0,0,0
2004,3,11,12,0,18,0,4183696,0,332884,0,423292,0,2135,0,331689,0,2568,0,105882,0,346129,0,33394,0,3868,0,797067,0,1934159,0,1079999,0,616868,0,0,0,205981,0,75851,0,13019,0,69216,0,4183696,0,179156,0,595138,0,214979,0,70236,0,578082,0,187375,0,2358729,0,25759,0,290668,0,2050611,0,8309,0,5136898,0,4985527,0,8849,0,7703,0,134819,0,5012589,0,3624639,0,22072,0,352059,0,37223,0,1633,0,71993,0,69379,0,58691,0,8603,0,172551,0,10428,0,34512,0,4629,0,125613,0,625,0,417938,0,124309,0,147220,0,250454,0,103233,0,115460,0,226495,0,111035,0,29357,0,2671,0,18237,0,188,0,1582,0,6679,0,0,0,919,0,2202,0,1283,0,1485,0,1485,0,0,0,2787,0,2414,0,0
2004,3,21,1,0,17028,0,34098299,0,4761775,0,5162181,0,21357,0,743213,0,163397,0,496050,0,1531668,0,746860,0,94459,0,8635690,0,18161019,0,12290069,0,6727285,0,3150897,0,973471,0,866393,0,394354,0,891515,0,34098299,0,3474781,0,1865013,0,2127411,0,1314117,0,5890606,0,1071310,0,18355062,0,451539,0,4960408,0,13617782,0,674666,0,30819265,0,28595634,0,20426,0,422792,0,1780413,0,25517205,0,12231560,0,704083,0,2200612,0,583409,0,62378,0,875629,0,953178,0,416717,0,44256,0,1884640,0,237849,0,34226,0,115078,0,370695,0,5750,0,4797145,0,5302060,0,6290956,0,6883403,0,592447,0,5281633,0,5943070,0,661436,0,979116,0,104926,0,178951,0,132703,0,24165,0,538370,4,,0,15417,0,23378,0,7961,0,14790,0,30166,0,15376,0,27705,0,27547,0,131
2004,3,21,2,0,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393718,0,327251,4,,0,30580,1,35887,0,340859,1,257482,0,1329,0,5116,1,518,0,46,1,768,1,2540,1,1572,0,72,0,12492,0,376,0,69,0,631,0,415,0,0,0,57432,0,52859,0,62393,0,97673,1,35280,0,52859,0,96880,1,44020,0,9466,0,44,0,169,0,397,0,-3,0,8859,0,0,0,68,0,75,0,6,0,0,0,0,0,0,0,64,0,64,0,0
2004,3,21,3,0,6766,0,173655,0,30344,1,3693,0,0,1,1819,0,0,0,0,1,21779,0,0,0,0,1,2105,0,482892,0,428322,1,25514,1,9378,0,0,1,30457,1,14286,1,27037,0,173655,1,368,1,120119,1,119,1,40303,1,59390,1,42703,0,-89347,0,113038,1,106201,0,-308587,0,0,0,810834,0,744159,0,0,0,33,1,66642,0,835620,1,81215,1,99032,1,41070,1,26144,0,0,1,299049,0,26639,1,5778,1,3,1,31603,1,15338,1,1896,1,15294,1,6040,0,0,0,186518,0,-24786,0,-4022,0,85623,1,89645,0,-24786,1,67035,1,91821,1,20167,0,1,1,502,1,13207,0,0,1,6458,0,0,0,0,0,0,0,0,1,596,1,596,0,0,0,0,0,0,0,0
2004,3,21,4,0,2658,0,440571,0,112712,1,82612,0,0,0,9,0,0,0,0,1,2389,0,38,0,0,1,107887,0,544847,0,418863,1,89614,1,72160,1,3117,1,5440,1,2812,1,-14258,0,440571,1,2027,1,25192,1,11047,1,84125,1,118991,0,20,0,199169,0,27635,1,99888,0,156549,1,84903,0,1391267,0,1334750,0,0,0,8896,1,47621,0,1031755,1,49292,1,89834,1,238667,1,28741,0,1,1,31582,0,56435,1,12588,1,601,0,50529,0,0,1,2760,1,5126,1,2154,0,0,0,463446,0,359512,0,358926,0,378380,1,19454,0,359512,0,378968,1,19456,1,-586,1,135,1,534,0,80,0,0,1,-1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,21,5,0,2403,0,928054,0,290758,1,183156,0,0,1,31353,0,0,0,0,1,34611,1,27643,0,0,1,33084,1,295496,1,201415,1,220566,1,93395,1,19538,1,1337,1,832,1,86153,0,928054,1,133678,1,448106,1,14686,1,15590,1,283302,1,-12333,0,45024,0,9792,1,1411683,0,-1376451,0,0,0,1232291,0,1168554,0,0,1,45597,1,18140,0,1077394,1,15246,1,36519,1,115313,1,6146,1,233,1,32488,0,38497,1,16259,0,0,1,16645,0,14,1,170,1,4218,0,0,1,83,0,795562,0,154897,0,166960,1,297684,1,130725,0,154897,1,289675,1,134778,0,10538,4,,0,4346,1,6191,0,0,0,0,0,0,1,1525,1,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,21,6,0,1239,0,796005,0,245168,1,13130,0,0,1,572,0,0,0,0,1,26082,1,41381,1,1620,1,71097,0,776601,0,548947,1,252499,1,110066,0,30,1,1247,1,789,1,26381,0,796005,1,393616,1,60067,0,80718,1,5122,1,72253,0,72,0,184157,0,19159,1,108708,0,56576,0,286,0,1700835,0,1605161,0,0,1,46655,0,49019,0,1434818,1,408362,1,116507,1,275154,1,60526,1,20711,1,30108,0,65751,0,12184,0,1,0,87727,1,3864,1,3077,1,3329,1,2126,0,0,0,345391,0,266017,0,280374,0,280374,0,0,0,266017,0,266017,0,0,0,14615,1,22,0,5097,1,6283,0,10,1,3204,0,0,1,-258,0,2,1,260,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,21,7,0,1848,0,4478956,0,613846,0,952796,1,1103,0,146499,0,1293,0,1006,0,102563,0,172934,1,69390,0,298785,0,4153499,0,2851979,0,460951,0,236885,0,250577,0,404486,0,175116,0,115413,0,4478956,0,758880,0,318769,0,382959,0,522845,0,1284624,0,8556,0,1202325,0,97873,0,901560,0,226585,0,23694,0,7192948,0,6946580,0,79,0,64592,0,181697,0,6412082,0,3460757,0,94968,0,636093,0,171439,0,8655,0,132815,0,190802,0,97064,0,1405,0,390901,1,22837,0,13503,0,26732,0,74504,1,1462,0,1088145,0,780866,0,972522,0,1092989,1,120467,0,780787,0,904589,1,123801,0,191969,0,922,0,12398,0,7408,0,1379,0,169862,0,0,1,-1358,0,8,1,1365,1,1124,1,1124,0,0,0,0,0,0,0,0
2004,3,21,8,0,380,0,2813412,0,530766,0,194584,0,378,0,13321,0,1001,1,356510,0,255001,0,221484,0,0,0,489954,0,1580486,0,1144977,0,505434,0,260394,0,52742,0,8942,0,2665,0,11603,0,2813412,0,131770,0,163076,0,80153,0,151882,0,215038,0,8744,0,2062749,0,11973,0,278251,0,2030359,0,257833,0,2409128,0,2244661,0,10258,0,38996,0,115212,0,1914129,0,883391,0,48308,0,100321,0,82690,1,74,0,96228,0,110262,0,27786,0,8009,0,158637,1,19744,0,901,0,4619,0,60472,1,292,0,312397,0,494999,0,550692,0,584678,0,33987,0,484741,0,520851,1,36110,0,60927,0,5631,0,10357,0,20013,0,295,0,24631,0,0,0,4925,1,4966,0,41,0,98,0,99,4,,1,17699,1,17699,0,0
2004,3,21,9,0,271,0,4149613,0,725401,0,635620,0,3845,0,163045,0,67621,0,44123,0,243436,0,72391,0,18786,0,591860,0,2735670,0,1863577,0,705791,0,309878,0,126588,0,115572,0,38632,0,119641,0,4149613,0,436514,0,228566,0,288787,0,233623,0,704410,0,116671,0,2141044,0,51320,0,570435,0,1632628,0,113340,0,4098363,0,3890089,0,1899,0,67198,0,139177,0,3637954,0,2134837,0,73942,0,227346,0,54741,0,3988,0,90354,0,126649,0,48586,0,7416,0,298044,0,48712,0,4051,0,18254,0,51671,0,689,0,448674,0,460409,0,580211,0,661390,0,81179,0,458510,0,554894,0,96384,0,116260,0,5030,0,20471,0,28141,0,1469,0,61149,4,,0,1340,0,2946,0,1606,0,4101,0,4650,0,549,0,2897,0,2897,0,0
2004,3,21,10,0,108,0,3734855,0,652418,0,526759,0,1194,0,76216,0,11328,0,34448,0,176684,0,44320,0,4664,0,931562,0,2117637,0,1345491,0,507856,0,249674,0,128757,0,86786,0,35189,0,66970,0,3734855,0,263081,0,167937,0,232139,0,170542,0,484132,0,64625,0,2352400,0,48401,0,435898,0,1974424,0,106323,0,2909934,0,2620710,0,2022,0,21527,0,265675,0,2283958,0,1161362,0,46758,0,197010,0,43446,0,3958,0,37999,0,95338,0,31917,0,10882,0,243596,0,30371,0,2874,0,8017,0,50553,0,317,0,319560,0,625977,0,743656,0,777106,0,33451,0,623954,0,674999,0,51045,0,109462,0,26970,0,24963,0,14690,0,7991,0,34848,0,0,0,2766,0,4427,0,1661,0,7472,0,15562,0,8090,0,4645,0,4488,0,131
2004,3,21,11,0,37,0,2656001,0,257898,0,365471,0,960,0,62831,0,25324,0,42332,0,187934,0,63640,0,0,0,514761,0,1662611,0,1045184,0,563886,0,250242,0,109913,0,46425,0,15967,0,65329,0,2656001,0,260198,0,151567,0,196100,0,77208,0,281329,0,98163,0,1591436,0,10388,0,205524,0,1423780,0,48257,0,2224283,0,2139473,0,1623,0,57548,0,25639,0,1723311,0,723260,0,40331,0,121128,0,54065,0,2127,0,50885,0,100750,0,21723,0,5098,0,201503,0,47754,0,1353,0,8380,0,34367,0,2,0,310583,0,500972,0,593451,0,614027,0,20576,0,499348,0,526870,0,27521,0,89480,0,8290,0,16157,0,10474,0,2498,0,52061,0,0,0,2632,0,3112,0,480,0,1991,0,2317,0,326,0,417,0,417,0,0
2004,3,21,12,0,37,0,13927177,0,1302463,0,2204361,0,13877,0,247548,0,56829,0,17632,0,481189,0,103028,0,0,0,5594595,0,3811280,0,2441313,0,3395175,0,1558825,0,282209,0,165701,0,108065,0,387246,0,13927177,0,1094649,0,181614,0,840704,0,12878,0,2387138,0,744088,0,8666106,0,61959,0,842261,0,7801917,0,40031,0,6455664,0,5574245,0,4545,0,41169,0,835704,0,4825325,0,3056358,0,56557,0,243395,0,54953,0,22585,0,73353,0,139515,0,141258,0,10769,0,392961,0,48837,0,3573,0,20478,0,88394,0,2906,0,469434,0,1630338,0,1985794,0,2013477,0,27683,0,1625793,0,1662293,0,36499,0,356818,0,57882,0,83958,0,25819,0,10526,0,178633,0,0,0,3775,0,6317,0,2542,0,-592,0,5819,0,6411,0,1982,0,1982,0,0
2004,3,22,1,0,1985,0,4559090,0,718692,0,977374,0,3959,0,319714,0,1053,0,0,0,292539,1,49987,0,0,0,745793,0,2052985,0,1001441,0,19537,0,11245,0,69573,0,258318,0,81276,0,151447,0,4559090,0,789923,0,220530,0,376585,1,78490,0,1040058,0,406749,0,1646754,0,20386,0,753811,0,877993,0,5436,0,6842904,0,6721802,0,339,0,1673,0,119090,0,6640669,0,5526615,0,50166,0,212113,0,13869,0,8074,0,62417,0,50125,0,48126,0,17430,0,139056,0,0,0,6251,0,8408,0,15149,0,359,0,482511,0,202235,0,224632,0,353136,0,128505,0,201896,0,314066,0,112170,0,22290,0,5991,0,19776,0,52,0,-310,0,-3219,0,0,0,-277,0,212,0,489,0,723,0,723,0,0,0,14004,0,14004,0,0
2004,3,22,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,3,22,3,1,868,1,59402,1,17280,1,31927,0,0,0,0,0,0,0,0,1,950,0,0,0,0,0,0,1,44271,1,35179,0,0,0,0,0,0,1,307,1,153,0,0,1,59402,1,4501,0,0,1,11804,0,0,1,8581,0,0,1,34516,1,2293,1,61421,1,-29199,0,0,1,158898,1,158728,0,0,0,0,1,171,1,129281,1,12493,1,11950,1,22658,1,844,0,0,1,27712,1,3875,1,237,1,61,1,4119,0,0,1,477,1,2977,1,904,0,0,1,40974,1,29617,1,29626,1,29626,0,0,1,29617,1,29617,0,0,1,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,4,1,366,1,85764,1,29441,4,,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,307210,1,260038,0,0,0,0,1,9123,0,0,0,0,0,0,1,85764,0,155,0,0,0,6,0,0,0,0,0,0,1,85602,1,39,1,27812,1,57752,0,0,1,141313,1,141313,0,0,0,0,0,0,1,95733,0,4562,0,208,0,471,1,597,0,0,0,15,1,1477,1,1214,0,0,1,32301,0,0,0,22,0,164,0,15,0,0,1,54687,1,45580,1,45580,1,45580,0,0,1,45580,1,45580,0,0,4,,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,6,1,398,1,211329,1,104794,1,4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81736,1,44459,0,0,0,0,0,0,1,74889,1,10073,0,0,1,211329,0,0,0,0,1,40155,1,24883,1,83279,0,0,1,63012,1,597,1,10996,1,51419,0,0,1,118977,1,114348,0,0,0,0,1,4630,1,87108,0,0,1,15583,1,2250,1,3657,0,0,1,10445,1,5466,1,7659,1,4979,1,2181,0,0,1,22,0,0,0,0,0,0,1,34865,1,31869,1,33083,1,36302,1,3220,1,31869,1,35089,1,3220,1,1213,0,0,1,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,7,1,293,1,614861,1,98071,1,17593,0,10,1,5283,0,0,0,0,1,94674,1,47036,0,0,1,29342,1,553358,1,242034,0,0,0,0,1,13429,1,7175,1,7175,1,-1881,1,614861,1,1347,1,19945,1,9835,1,33725,1,333744,1,284979,1,-68715,1,5552,1,14621,1,-88888,0,0,1,306313,1,287561,0,0,0,0,1,18753,1,341695,1,152142,1,6566,1,31832,0,0,0,0,1,8087,1,12418,1,9048,0,19,1,30746,0,0,1,2434,1,783,1,2974,0,0,1,84644,1,-35382,1,-30041,0,7553,1,37594,1,-35382,0,3388,1,38770,1,5340,1,3277,1,1517,0,0,1,-3517,0,4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,8,0,8,0,53341,0,23247,0,9008,0,45,0,241,0,0,0,0,0,136,0,151,0,0,0,9411,0,36322,0,26366,0,0,0,0,0,183,0,85,0,32,0,1000,0,53341,0,1879,0,104,0,857,0,140,0,4752,0,1208,0,44402,0,11,0,24273,0,22524,0,2406,0,75934,0,72526,0,105,0,40,0,3263,0,50809,0,18783,0,871,0,11390,0,209,4,,0,831,0,1467,0,192,0,25,0,4396,0,0,0,30,0,168,0,895,0,127,0,11424,0,25125,0,32353,0,34977,0,2624,0,25020,0,27644,0,2624,0,7331,0,5,0,367,0,0,0,-10,0,6968,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,9,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,3,22,10,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2004,3,22,11,0,5,0,375780,0,29906,0,119671,0,17,0,6039,0,890,0,0,0,9346,0,0,0,0,0,40832,0,190099,0,99947,0,0,0,0,0,1591,0,87175,0,19673,0,9869,0,375780,0,116642,0,18780,0,4820,0,0,0,128596,0,8792,0,98150,0,102,0,26258,0,72216,0,425,0,880369,0,874428,0,0,0,0,0,5942,0,839009,0,803862,0,1465,0,5607,0,3,0,280,0,353,0,1953,0,6259,0,8048,0,4673,0,0,0,41,0,214,0,1085,0,0,0,5167,0,41360,0,41856,0,42400,0,544,0,41360,0,41901,0,541,0,984,0,138,0,640,0,0,0,50,0,156,0,0,0,-488,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,22,12,0,7,0,2388662,0,312369,0,688249,0,2715,0,297407,0,0,0,0,0,147960,0,0,0,0,0,557236,0,371234,0,133955,0,19314,0,11211,0,30934,0,50714,0,32558,0,93683,0,2388662,0,567071,0,154976,0,244148,0,2430,0,300918,0,27990,0,1091130,0,2499,0,513852,0,575711,0,931,0,3461775,0,3442357,0,231,0,782,0,18405,0,3425648,0,3056138,0,7454,0,71177,0,5598,0,7292,0,10557,0,10940,0,10924,0,1786,0,32890,0,0,0,2746,0,678,0,4889,0,232,0,202349,0,36127,0,62907,0,94018,0,31111,0,35895,0,74839,0,38944,0,26638,0,2202,0,12563,0,10,0,196,0,11666,0,0,0,0,0,0,0,0,0,374,0,374,0,0,0,214,0,214,0,0
2004,3,23,1,0,489340,0,299808471,0,39003303,0,75378213,0,496889,0,52263354,0,513028,0,442811,0,40345338,0,5688437,0,2073073,0,23256540,0,113802201,0,74720377,0,245007,0,57874,0,13686724,0,1837687,0,565281,0,7113176,0,299808471,0,54941124,0,42232510,0,41037799,0,20112149,0,54461828,0,8497307,0,78525755,0,5260111,0,17139390,0,59595023,0,3468768,0,704385001,0,696959568,0,55123,0,1177588,0,6192721,0,673272528,0,519199224,0,21127962,0,36704796,0,2848634,0,1001542,0,10651744,0,11487351,0,3768176,0,270702,0,10852231,0,33950,0,2213535,0,2118810,0,6389406,0,37167,0,44567297,0,31112473,0,34772492,0,42353281,0,7580789,0,31057349,0,38915633,0,7858284,0,3565592,0,93714,0,874006,0,8001,0,37597,0,2552315,0,-42,0,95641,0,409372,0,313731,0,53910,0,77577,0,23667,0,23616,0,13751,1,7206
2004,3,23,2,0,59729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9715191,0,8646924,0,377,0,324308,0,743582,0,8814346,0,4233886,0,448654,0,667482,0,54799,1,281530,0,130932,0,177598,0,64839,0,5159,0,174009,0,0,0,47955,0,41520,0,89420,1,9456,0,2387105,0,900846,0,909455,0,1287798,0,378343,0,900468,0,1282333,0,381864,0,9857,0,114,0,14697,0,0,0,60,1,-5014,0,0,1,-870,1,3821,1,4692,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,23,3,0,254867,0,6856830,0,2143980,0,941457,1,3024,0,183471,0,0,1,10,0,299936,0,638675,1,20575,0,142143,0,12470812,0,9906363,1,304,1,46,0,96877,0,221177,0,97078,0,-296074,0,6856830,0,632102,0,1352155,0,1554315,0,2802518,0,2432370,0,140389,0,-2057019,0,856213,0,1414058,0,-3974768,0,352521,0,79306349,0,78918798,1,183,0,57979,0,329389,0,74651687,0,41778899,0,5659709,0,7616869,0,459716,0,17396,0,1790976,0,1834630,0,292868,0,14863,0,1173226,0,0,0,471916,0,233071,0,727653,1,3266,0,12576630,0,4654662,0,5637608,0,7064518,0,1426911,0,4654478,0,6096457,0,1441978,0,972148,1,842,0,7877,0,0,1,33,1,963396,0,0,1,10981,1,11759,1,778,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,23,4,0,65228,0,10264690,0,2179048,0,1419807,1,16611,0,779580,0,0,0,191,0,795147,0,970700,0,0,0,460136,0,11925410,0,8786194,1,14449,1,459,0,344243,0,153451,0,49593,0,75384,0,10264690,0,1334274,0,1192801,0,765335,0,1981699,0,3033050,0,362436,0,1595094,0,510422,0,1001386,0,191203,1,107916,0,49584496,0,49299516,1,28,0,86788,0,198164,0,47470937,0,27339027,0,3338417,0,5124851,0,321568,0,96754,0,887322,0,1370446,0,228580,0,19841,0,1029772,0,0,0,230503,0,152846,0,498343,1,1693,0,6830976,0,2113559,0,2028511,0,2956134,0,927622,0,2113531,0,2931247,0,817716,0,28280,1,2560,0,18483,0,0,0,1,1,7236,0,0,0,-113299,1,9760,1,123059,0,0,0,0,0,0,0,0,0,0,0,0
